time	reference
17.400000000000002	0.9999999999982863
17.42	0.9999999999983392
17.44	0.9999999999983906
17.46	0.9999999999984404
17.48	0.9999999999984887
17.5	0.9999999999985354
17.52	0.9999999999985807
17.54	0.9999999999986245
17.56	0.9999999999986671
17.580000000000002	0.9999999999987083
17.6	0.9999999999987482
17.62	0.999999999998787
17.64	0.9999999999988245
17.66	0.9999999999988609
17.68	0.9999999999988961
17.7	0.9999999999989303
17.72	0.9999999999989634
17.740000000000002	0.9999999999989955
17.76	0.9999999999990266
17.78	0.9999999999990566
17.8	0.9999999999990858
17.82	0.9999999999991142
17.84	0.9999999999991416
17.86	0.9999999999991681
17.88	0.9999999999991939
17.900000000000002	0.9999999999992188
17.92	0.999999999999243
17.94	0.9999999999992665
17.96	0.9999999999992891
17.98	0.9999999999993111
18.0	0.9999999999993324
18.02	0.9999999999993531
18.04	0.9999999999993731
18.06	0.9999999999993925
18.080000000000002	0.9999999999994112
18.1	0.9999999999994295
18.12	0.9999999999994471
18.14	0.9999999999994642
18.16	0.9999999999994807
18.18	0.9999999999994968
18.2	0.9999999999995124
18.22	0.9999999999995275
18.240000000000002	0.9999999999995421
18.26	0.9999999999995564
18.28	0.9999999999995701
18.3	0.9999999999995834
18.32	0.9999999999995963
18.34	0.9999999999996088
18.36	0.9999999999996209
18.38	0.9999999999996326
18.400000000000002	0.999999999999644
18.42	0.9999999999996549
18.44	0.9999999999996656
18.46	0.9999999999996759
18.48	0.9999999999996859
18.5	0.9999999999996957
18.52	0.9999999999997051
18.54	0.9999999999997142
18.56	0.9999999999997231
18.580000000000002	0.9999999999997317
18.6	0.99999999999974
18.62	0.999999999999748
18.64	0.9999999999997558
18.66	0.9999999999997633
18.68	0.9999999999997706
18.7	0.9999999999997777
18.72	0.9999999999997846
18.740000000000002	0.9999999999997913
18.76	0.9999999999997977
18.78	0.9999999999998039
18.8	0.99999999999981
18.82	0.9999999999998159
18.84	0.9999999999998216
18.86	0.9999999999998271
18.88	0.9999999999998325
18.900000000000002	0.9999999999998377
18.92	0.9999999999998427
18.94	0.9999999999998476
18.96	0.9999999999998522
18.98	0.9999999999998568
19.0	0.9999999999998612
19.02	0.9999999999998656
19.04	0.9999999999998697
19.06	0.9999999999998737
19.080000000000002	0.9999999999998775
19.1	0.9999999999998813
19.12	0.999999999999885
19.14	0.9999999999998885
19.16	0.999999999999892
19.18	0.9999999999998953
19.2	0.9999999999998985
19.22	0.9999999999999016
19.240000000000002	0.9999999999999046
19.26	0.9999999999999076
19.28	0.9999999999999105
19.3	0.9999999999999133
19.32	0.999999999999916
19.34	0.9999999999999185
19.36	0.9999999999999211
19.38	0.9999999999999235
19.400000000000002	0.9999999999999258
19.42	0.9999999999999282
19.44	0.9999999999999304
19.46	0.9999999999999325
19.48	0.9999999999999346
19.5	0.9999999999999366
19.52	0.9999999999999386
19.54	0.9999999999999405
19.56	0.9999999999999424
19.580000000000002	0.9999999999999442
19.6	0.9999999999999459
19.62	0.9999999999999476
19.64	0.9999999999999493
19.66	0.9999999999999508
19.68	0.9999999999999524
19.7	0.9999999999999538
19.72	0.9999999999999553
19.740000000000002	0.9999999999999566
19.76	0.9999999999999579
19.78	0.9999999999999593
19.8	0.9999999999999605
19.82	0.9999999999999617
19.84	0.9999999999999629
19.86	0.999999999999964
19.88	0.9999999999999651
19.900000000000002	0.9999999999999662
19.92	0.9999999999999672
19.94	0.9999999999999682
19.96	0.9999999999999692
19.98	0.9999999999999702
20.0	0.9999999999999711
